allocation_id,site_id,org_id,resource_type,allocation_date,quantity,unit_value,total_value
701033,5016,206,Water Bottles,6/11/2025,172,974.76,167658.72
701034,5016,220,Roofing Materials,2/11/2025,45,10755.38,483992.1
701035,5016,218,Food Packages,6/11/2025,279,5483.33,1529849.07
701036,5016,224,Water Bottles,5/11/2025,239,1589.71,379940.69
701037,5016,212,Roofing Materials,4/11/2025,38,6181.04,234879.52
701038,5016,223,Water Bottles,10/11/2025,181,554.85,100427.85
701039,5016,206,Water Bottles,29/10/2025,182,1462.81,266231.42
701040,5016,218,Clothing,7/11/2025,112,1555.32,174195.84
701041,5016,201,Food Packages,28/10/2025,150,4908.97,736345.5
701042,5016,224,Roofing Materials,8/11/2025,67,7676.7,514338.9
701043,5016,224,Water Bottles,28/10/2025,236,1008.54,238015.44
701044,5016,209,Water Bottles,28/10/2025,203,1794.54,364291.62
701045,5016,205,Food Packages,6/11/2025,172,2790.34,479938.48
701046,5016,213,Water Bottles,6/11/2025,152,1996.07,303402.64
701047,5016,202,Clothing,30/10/2025,227,3048.02,691900.54
701048,5016,215,Roofing Materials,27/10/2025,42,7567.72,317844.24
701049,5016,216,Food Packages,6/11/2025,163,2706.45,441151.35
701050,5016,210,Clothing,10/11/2025,322,3600.9,1159489.8
701051,5016,214,Clothing,31/10/2025,196,2050.32,401862.72
701052,5016,204,Water Bottles,6/11/2025,341,992.89,338575.49
701053,5016,201,Tents,6/11/2025,12,5178.03,62136.36
701054,5016,214,Food Packages,5/11/2025,280,4820.32,1349689.6
701055,5016,208,Water Bottles,29/10/2025,168,812.58,136513.44
701056,5016,225,Food Packages,3/11/2025,164,2032.4,333313.6
701057,5016,212,Water Bottles,1/11/2025,291,1168.15,339931.65
701058,5016,203,Food Packages,3/11/2025,346,4749.11,1643192.06
701059,5016,213,Clothing,31/10/2025,250,1822.96,455740
701060,5016,209,Clothing,29/10/2025,221,1967.61,434841.81
701061,5016,211,Tents,1/11/2025,11,7369.1,81060.1
701062,5016,205,Roofing Materials,7/11/2025,37,7175.46,265492.02
701063,5016,221,Food Packages,7/11/2025,174,4873.39,847969.86
701064,5016,212,Water Bottles,3/11/2025,166,1134.93,188398.38
701065,5016,216,Water Bottles,6/11/2025,122,734.27,89580.94
701066,5016,206,Roofing Materials,3/11/2025,27,7384.12,199371.24
701067,5016,218,Tents,7/11/2025,5,3088.93,15444.65
701068,5016,224,Clothing,10/11/2025,235,3032.14,712552.9
701069,5016,213,Water Bottles,30/10/2025,133,1512.02,201098.66
701070,5016,224,Clothing,3/11/2025,128,2796.33,357930.24
701071,5016,223,Roofing Materials,8/11/2025,56,6986.09,391221.04
701072,5016,202,Water Bottles,27/10/2025,227,1084.48,246176.96
701073,5016,217,Food Packages,28/10/2025,286,5460.68,1561754.48
701074,5016,202,Roofing Materials,10/11/2025,59,5707.88,336764.92
701075,5016,217,Tents,11/11/2025,10,5083.34,50833.4
701076,5016,217,Food Packages,8/11/2025,217,4627.29,1004121.93
701077,5016,220,Clothing,11/11/2025,240,2320.26,556862.4
701078,5016,216,Food Packages,2/11/2025,114,2346.35,267483.9
701079,5016,213,Roofing Materials,30/10/2025,69,9577.12,660821.28
701080,5016,222,Food Packages,28/10/2025,273,3003.22,819879.06
701081,5016,216,Clothing,8/11/2025,213,2472.46,526633.98
701082,5017,221,Fuel,1/11/2025,213,4559.89,971256.57
701083,5017,204,Roofing Materials,30/10/2025,144,4059.23,584529.12
701084,5017,209,Roofing Materials,9/11/2025,204,11843.13,2415998.52
701085,5017,207,Water Bottles,5/11/2025,801,1375.12,1101471.12
701086,5017,203,Generator,9/11/2025,9,16108.61,144977.49
701087,5017,213,Water Bottles,27/10/2025,1035,1018.96,1054623.6
701088,5017,223,Water Bottles,5/11/2025,843,1160.2,978048.6
701089,5017,203,Fuel,5/11/2025,279,6509.55,1816164.45
701090,5017,202,Fuel,27/10/2025,273,6792.04,1854226.92
701091,5017,222,Fuel,28/10/2025,132,7157.85,944836.2
701092,5017,206,Roofing Materials,2/11/2025,159,4747.94,754922.46
701093,5017,214,Water Bottles,2/11/2025,897,630.11,565208.67
701094,5017,209,Water Bottles,4/11/2025,423,1376.78,582377.94
701095,5017,218,Construction Tools,29/10/2025,234,10071.6,2356754.4
701096,5017,221,Generator,2/11/2025,3,23868,71604
701097,5017,204,Water Bottles,28/10/2025,567,903.52,512295.84
701098,5017,213,Roofing Materials,7/11/2025,162,8610.03,1394824.86
701099,5017,202,Water Bottles,31/10/2025,864,745.98,644526.72
701100,5017,225,Roofing Materials,1/11/2025,84,4588.95,385471.8
701101,5017,213,Construction Tools,27/10/2025,126,15086.09,1900847.34
701102,5017,224,Generator,2/11/2025,6,28196.1,169176.6
701103,5017,221,Construction Tools,28/10/2025,102,18970.38,1934978.76
701104,5017,210,Construction Tools,7/11/2025,171,16216.48,2773018.08
701105,5017,212,Water Bottles,3/11/2025,876,734.48,643404.48
701106,5017,219,Water Bottles,7/11/2025,426,985.2,419695.2
701107,5017,216,Fuel,31/10/2025,228,6284.47,1432859.16
701108,5017,208,Generator,5/11/2025,3,27783.11,83349.33
701109,5017,216,Fuel,6/11/2025,246,3519.98,865915.08
701110,5017,202,Generator,29/10/2025,3,23811.57,71434.71
701111,5017,223,Construction Tools,30/10/2025,150,15094.26,2264139
701112,5017,206,Roofing Materials,9/11/2025,87,4489.17,390557.79
701113,5017,203,Fuel,29/10/2025,315,7441.63,2344113.45
701114,5017,204,Fuel,9/11/2025,240,7366.85,1768044
701115,5017,225,Fuel,8/11/2025,255,5697.17,1452778.35
701116,5017,221,Roofing Materials,6/11/2025,168,10449.68,1755546.24
701117,5017,209,Fuel,3/11/2025,300,7452.76,2235828
701118,5017,212,Construction Tools,1/11/2025,237,9163.08,2171649.96
701119,5017,213,Fuel,27/10/2025,183,6460.9,1182344.7
701120,5017,217,Construction Tools,30/10/2025,210,5415.35,1137223.5
701121,5017,215,Generator,27/10/2025,6,25849.4,155096.4
701122,5017,213,Water Bottles,3/11/2025,426,1092.72,465498.72
701123,5017,204,Construction Tools,5/11/2025,87,6197.47,539179.89
701124,5017,218,Water Bottles,7/11/2025,1038,1187.37,1232490.06
701125,5017,219,Roofing Materials,30/10/2025,129,4736.56,611016.24
701126,5017,203,Water Bottles,28/10/2025,333,1411.52,470036.16
701127,5017,221,Water Bottles,6/11/2025,657,1677.5,1102117.5
701128,5017,205,Generator,3/11/2025,3,17664.94,52994.82
701129,5017,212,Water Bottles,30/10/2025,633,1390.28,880047.24
701130,5017,214,Construction Tools,4/11/2025,213,14147.98,3013519.74
701131,5017,210,Generator,31/10/2025,9,37985.74,341871.66
701132,5017,218,Fuel,29/10/2025,180,7181.96,1292752.8
701133,5017,224,Fuel,9/11/2025,132,4857.87,641238.84
701134,5017,222,Generator,4/11/2025,9,16239.62,146156.58
701135,5017,206,Construction Tools,5/11/2025,66,12861.09,848831.94
701136,5017,211,Roofing Materials,31/10/2025,228,9725.39,2217388.92
701137,5017,204,Generator,3/11/2025,3,33929.17,101787.51
701138,5017,209,Generator,30/10/2025,6,26727.57,160365.42
701139,5017,213,Construction Tools,8/11/2025,66,10412.1,687198.6
701140,5017,213,Water Bottles,9/11/2025,804,1769.87,1422975.48
701141,5017,203,Construction Tools,27/10/2025,159,16412.11,2609525.49
701142,5017,215,Generator,4/11/2025,6,23540.06,141240.36
701143,5017,222,Roofing Materials,8/11/2025,138,11860.39,1636733.82
701144,5017,218,Roofing Materials,30/10/2025,90,7172.31,645507.9
701145,5017,220,Roofing Materials,4/11/2025,150,4070.58,610587
701146,5017,220,Construction Tools,8/11/2025,198,8780.22,1738483.56
701147,5017,209,Roofing Materials,6/11/2025,177,5969.9,1056672.3
701148,5017,214,Roofing Materials,3/11/2025,216,10578.91,2285044.56
701149,5017,215,Roofing Materials,1/11/2025,222,6418.75,1424962.5
701150,5017,223,Generator,5/11/2025,9,16287.51,146587.59
701151,5017,215,Generator,30/10/2025,3,38855.78,116567.34
701152,5017,202,Fuel,9/11/2025,144,4420.18,636505.92
701153,5017,214,Roofing Materials,1/11/2025,147,4420.73,649847.31
701154,5018,224,Roofing Materials,27/10/2025,153,6194.78,947801.34
701155,5018,223,Generator,29/10/2025,6,17571.22,105427.32
701156,5018,218,Medical Supplies,4/11/2025,444,23729.2,10535764.8
701157,5018,224,Medical Supplies,3/11/2025,249,10707.45,2666155.05
701158,5018,222,Roofing Materials,29/10/2025,174,7279.29,1266596.46
701159,5018,225,Cleaning Supplies,28/10/2025,138,4824.9,665836.2
701160,5018,211,Roofing Materials,4/11/2025,234,7122.72,1666716.48
701161,5018,205,Water Bottles,27/10/2025,474,1742.08,825745.92
701162,5018,202,Cleaning Supplies,3/11/2025,126,1067.72,134532.72
701163,5018,220,Generator,3/11/2025,6,38267.7,229606.2
701164,5018,203,Water Bottles,28/10/2025,1017,1092.29,1110858.93
701165,5018,216,Water Bottles,4/11/2025,1026,1468.65,1506834.9
701166,5018,213,Roofing Materials,8/11/2025,87,7324.48,637229.76
701167,5018,201,Water Bottles,8/11/2025,357,1016.26,362804.82
701168,5018,207,Cleaning Supplies,29/10/2025,243,1371.44,333259.92
701169,5018,206,Cleaning Supplies,7/11/2025,267,3861.94,1031137.98
701170,5018,215,Generator,8/11/2025,9,28377.67,255399.03
701171,5018,214,Cleaning Supplies,31/10/2025,270,2730.82,737321.4
701172,5018,222,Cleaning Supplies,31/10/2025,246,1804.33,443865.18
701173,5018,207,Roofing Materials,7/11/2025,165,10492.47,1731257.55
701174,5018,212,Water Bottles,7/11/2025,801,1116.98,894700.98
701175,5018,202,Generator,8/11/2025,3,22901.28,68703.84
701176,5018,224,Medical Supplies,4/11/2025,120,17332.57,2079908.4
701177,5018,222,Roofing Materials,8/11/2025,165,4540.44,749172.6
701178,5018,215,Cleaning Supplies,3/11/2025,159,3753.59,596820.81
701179,5018,215,Generator,9/11/2025,6,36721.27,220327.62
701180,5018,211,Water Bottles,28/10/2025,462,1373.9,634741.8
701181,5018,219,Cleaning Supplies,31/10/2025,240,1560.16,374438.4
701182,5018,221,Cleaning Supplies,28/10/2025,351,1562.83,548553.33
701183,5018,214,Cleaning Supplies,28/10/2025,351,3288.97,1154428.47
701184,5018,203,Generator,3/11/2025,6,15667.33,94003.98
701185,5018,215,Roofing Materials,4/11/2025,162,10123.46,1640000.52
701186,5018,214,Generator,1/11/2025,3,19782.33,59346.99
701187,5018,217,Cleaning Supplies,28/10/2025,192,2992.48,574556.16
701188,5018,211,Generator,9/11/2025,9,24338.05,219042.45
701189,5018,205,Medical Supplies,5/11/2025,387,16330.72,6319988.64
701190,5018,213,Generator,29/10/2025,3,38159.23,114477.69
701191,5018,216,Water Bottles,31/10/2025,1014,1282,1299948
701192,5018,201,Water Bottles,31/10/2025,675,1837.37,1240224.75
701193,5018,218,Water Bottles,8/11/2025,858,1319.63,1132242.54
701194,5018,214,Generator,30/10/2025,6,35747.95,214487.7
701195,5018,219,Water Bottles,6/11/2025,585,1942.62,1136432.7
701196,5018,206,Water Bottles,27/10/2025,918,1929.11,1770922.98
701197,5018,221,Generator,28/10/2025,9,18887.81,169990.29
701198,5018,214,Water Bottles,7/11/2025,963,1628.47,1568216.61
701199,5018,210,Roofing Materials,5/11/2025,159,9730.65,1547173.35
701200,5018,222,Cleaning Supplies,27/10/2025,240,1260.69,302565.6
701201,5018,205,Medical Supplies,30/10/2025,324,13925.04,4511712.96
701202,5018,204,Water Bottles,4/11/2025,780,1054.53,822533.4
701203,5018,212,Medical Supplies,28/10/2025,306,23933.45,7323635.7
701204,5018,208,Generator,1/11/2025,9,27216.1,244944.9
701205,5018,213,Generator,7/11/2025,6,36077.75,216466.5
701206,5018,214,Medical Supplies,28/10/2025,327,21299.89,6965064.03
701207,5018,218,Water Bottles,30/10/2025,693,1376.7,954053.1
701208,5018,221,Medical Supplies,27/10/2025,285,10455.21,2979734.85
701209,5018,202,Water Bottles,9/11/2025,519,766.48,397803.12
701210,5018,208,Water Bottles,29/10/2025,462,1686.74,779273.88
701211,5018,212,Cleaning Supplies,30/10/2025,231,1267.9,292884.9
701212,5018,214,Cleaning Supplies,9/11/2025,321,1137.98,365291.58
701213,5018,208,Medical Supplies,5/11/2025,408,16110.13,6572933.04
701214,5018,215,Roofing Materials,5/11/2025,222,8212.44,1823161.68
701215,5019,213,Roofing Materials,7/11/2025,207,8305.75,1719290.25
701216,5019,213,Roofing Materials,4/11/2025,213,11684.81,2488864.53
701217,5019,214,Food Packages,5/11/2025,636,5112.5,3251550
701218,5019,206,Tents,3/11/2025,42,6045.6,253915.2
701219,5019,215,Water Bottles,7/11/2025,555,808.15,448523.25
701220,5019,210,Food Packages,3/11/2025,864,5016.8,4334515.2
701221,5019,201,Water Bottles,27/10/2025,903,1880,1697640
701222,5019,222,Tents,9/11/2025,42,3770.78,158372.76
701223,5019,208,Water Bottles,4/11/2025,765,809.58,619328.7
701224,5019,217,Food Packages,2/11/2025,429,2518.11,1080269.19
701225,5019,219,Food Packages,29/10/2025,999,3907.79,3903882.21
701226,5019,206,Roofing Materials,8/11/2025,75,11414.31,856073.25
701227,5019,216,Tents,8/11/2025,42,3542.49,148784.58
701228,5019,206,Water Bottles,5/11/2025,300,932.69,279807
701229,5019,212,Roofing Materials,29/10/2025,60,5958.49,357509.4
701230,5019,203,Food Packages,3/11/2025,465,2221.56,1033025.4
701231,5019,217,Roofing Materials,4/11/2025,168,4029.17,676900.56
701232,5019,216,Roofing Materials,6/11/2025,66,6282.11,414619.26
701233,5019,222,Water Bottles,3/11/2025,996,1188.13,1183377.48
701234,5019,208,Roofing Materials,30/10/2025,84,11449.57,961763.88
701235,5019,219,Roofing Materials,4/11/2025,195,10274.36,2003500.2
701236,5019,225,Food Packages,31/10/2025,555,4819.65,2674905.75
701237,5019,209,Tents,29/10/2025,42,5083.6,213511.2
701238,5019,216,Water Bottles,1/11/2025,348,771.62,268523.76
701239,5019,215,Food Packages,27/10/2025,1044,5987.05,6250480.2
701240,5019,225,Water Bottles,7/11/2025,708,1697.92,1202127.36
701241,5019,202,Water Bottles,9/11/2025,642,767.2,492542.4
701242,5019,212,Roofing Materials,28/10/2025,192,5538.33,1063359.36
701243,5019,206,Tents,1/11/2025,33,4488.6,148123.8
701244,5019,205,Water Bottles,6/11/2025,924,1900.84,1756376.16
701245,5019,210,Roofing Materials,27/10/2025,237,10807.25,2561318.25
701246,5019,219,Roofing Materials,5/11/2025,210,10995.56,2309067.6
701247,5019,214,Tents,9/11/2025,30,3839.39,115181.7
701248,5019,214,Roofing Materials,8/11/2025,144,9910.21,1427070.24
701249,5019,224,Tents,4/11/2025,42,4106.35,172466.7
701250,5019,220,Roofing Materials,30/10/2025,165,11119.98,1834796.7
701251,5019,205,Roofing Materials,4/11/2025,87,6050.5,526393.5
701252,5019,225,Roofing Materials,28/10/2025,210,4195.97,881153.7
701253,5019,221,Water Bottles,8/11/2025,822,626.26,514785.72
701254,5019,202,Food Packages,28/10/2025,579,2950.92,1708582.68
701255,5019,212,Water Bottles,5/11/2025,408,1773.86,723734.88
701256,5019,222,Water Bottles,2/11/2025,747,1268.29,947412.63
701257,5019,225,Roofing Materials,2/11/2025,66,4648.67,306812.22
701258,5019,201,Water Bottles,9/11/2025,564,1980.97,1117267.08
701259,5019,208,Tents,1/11/2025,39,6262.63,244242.57
701260,5019,216,Roofing Materials,28/10/2025,105,9890.44,1038496.2
701261,5019,219,Water Bottles,6/11/2025,741,1850.89,1371509.49
701262,5019,218,Tents,7/11/2025,15,7827.2,117408
701263,5019,218,Tents,28/10/2025,27,3381.97,91313.19
701264,5019,205,Roofing Materials,8/11/2025,111,11037.66,1225180.26
701265,5019,220,Water Bottles,2/11/2025,429,1495.57,641599.53
701266,5019,210,Water Bottles,29/10/2025,405,1893.61,766912.05
701267,5019,203,Tents,30/10/2025,36,5684.06,204626.16
701268,5019,211,Food Packages,2/11/2025,519,3914.81,2031786.39
701269,5019,211,Food Packages,28/10/2025,612,2225.08,1361748.96
701270,5019,204,Tents,2/11/2025,42,5381.16,226008.72
701271,5019,209,Tents,1/11/2025,33,4247.42,140164.86
701272,5019,202,Tents,5/11/2025,39,3228.88,125926.32
701273,5019,211,Roofing Materials,2/11/2025,63,6704.89,422408.07
701274,5019,208,Water Bottles,3/11/2025,1005,1927.66,1937298.3
701275,5019,213,Roofing Materials,9/11/2025,159,10613.2,1687498.8
701276,5019,204,Food Packages,7/11/2025,696,3498.65,2435060.4
701277,5019,222,Roofing Materials,5/11/2025,108,7513.54,811462.32
701278,5019,217,Tents,2/11/2025,42,5901.16,247848.72
701279,5019,202,Food Packages,3/11/2025,696,3855.15,2683184.4
701280,5020,211,Construction Tools,30/10/2025,60,5259.41,315564.6
701281,5020,202,Construction Tools,2/11/2025,140,15522.8,2173192
701282,5020,207,Construction Tools,7/11/2025,76,8654.92,657773.92
701283,5020,209,Construction Tools,3/11/2025,42,10603.23,445335.66
701284,5020,222,Construction Tools,30/10/2025,134,18339.92,2457549.28
701285,5020,213,Construction Tools,30/10/2025,142,13436.73,1908015.66
701286,5020,218,Construction Tools,10/11/2025,146,16899.65,2467348.9
701287,5020,201,Construction Tools,31/10/2025,78,16344.42,1274864.76
701288,5020,225,Construction Tools,7/11/2025,66,7000.14,462009.24
701289,5020,206,Construction Tools,27/10/2025,96,11195.82,1074798.72
701290,5020,211,Construction Tools,10/11/2025,100,12936.85,1293685
701291,5020,207,Construction Tools,6/11/2025,110,15928.48,1752132.8
701292,5020,211,Construction Tools,27/10/2025,126,11099.53,1398540.78
701293,5020,205,Construction Tools,30/10/2025,116,8822.26,1023382.16
701294,5020,215,Construction Tools,11/11/2025,110,15778,1735580
701295,5020,212,Construction Tools,9/11/2025,116,6026.8,699108.8
701296,5020,204,Construction Tools,2/11/2025,44,13673.81,601647.64
701297,5020,214,Construction Tools,30/10/2025,156,19803.15,3089291.4
701298,5020,214,Construction Tools,5/11/2025,116,10506.24,1218723.84
701299,5020,212,Construction Tools,27/10/2025,146,11604.69,1694284.74
701300,5020,221,Construction Tools,8/11/2025,124,9118.58,1130703.92
701301,5020,203,Construction Tools,1/11/2025,58,11140.14,646128.12
701302,5020,220,Construction Tools,9/11/2025,102,19878.12,2027568.24
701303,5020,208,Construction Tools,3/11/2025,56,5038.3,282144.8
701304,5020,222,Construction Tools,29/10/2025,66,9482.3,625831.8
701305,5020,216,Construction Tools,1/11/2025,134,13144.2,1761322.8
701306,5020,204,Construction Tools,31/10/2025,92,11550.84,1062677.28
701307,5020,203,Construction Tools,29/10/2025,70,8222.69,575588.3
701308,5020,216,Construction Tools,8/11/2025,94,9859.03,926748.82
701309,5020,217,Construction Tools,1/11/2025,110,9397.11,1033682.1
701310,5020,222,Construction Tools,10/11/2025,92,14726.36,1354825.12
701311,5020,223,Construction Tools,8/11/2025,100,13544.45,1354445
701312,5020,218,Construction Tools,5/11/2025,140,14649.86,2050980.4
701313,5020,215,Construction Tools,7/11/2025,156,17195.99,2682574.44
701314,5020,211,Construction Tools,6/11/2025,78,15940.18,1243334.04
701315,5020,222,Construction Tools,11/11/2025,40,9354.81,374192.4
701316,5020,214,Construction Tools,8/11/2025,68,9925.36,674924.48
701317,5020,218,Construction Tools,2/11/2025,90,16437.89,1479410.1
701318,5020,222,Construction Tools,2/11/2025,72,18754.75,1350342
701319,5020,211,Construction Tools,28/10/2025,134,5046.87,676280.58
701320,5020,202,Construction Tools,11/11/2025,128,15891.21,2034074.88
701321,5020,221,Construction Tools,28/10/2025,76,17839.64,1355812.64
701322,5020,211,Construction Tools,29/10/2025,84,15553.78,1306517.52
701323,5020,224,Construction Tools,5/11/2025,154,10039.45,1546075.3
701324,5020,209,Construction Tools,8/11/2025,158,11586.06,1830597.48
701325,5020,216,Construction Tools,7/11/2025,102,15636.66,1594939.32
701326,5020,215,Construction Tools,30/10/2025,90,13871.11,1248399.9
701327,5020,221,Construction Tools,7/11/2025,134,17369.47,2327508.98
701328,5020,224,Construction Tools,11/11/2025,136,17478.7,2377103.2
701329,5020,218,Construction Tools,3/11/2025,136,12644.82,1719695.52
701330,5020,225,Construction Tools,5/11/2025,68,8409.54,571848.72
701331,5021,207,Tents,5/11/2025,18,6115.87,110085.66
701332,5021,208,Water Bottles,10/11/2025,544,593.34,322776.96
701333,5021,211,Food Packages,28/10/2025,454,4908.05,2228254.7
701334,5021,203,Water Bottles,30/10/2025,630,560.22,352938.6
701335,5021,205,Water Bottles,1/11/2025,334,1426.46,476437.64
701336,5021,204,Roofing Materials,28/10/2025,118,9585.26,1131060.68
701337,5021,210,Water Bottles,28/10/2025,670,1955.63,1310272.1
701338,5021,209,Roofing Materials,10/11/2025,148,10487.45,1552142.6
701339,5021,213,Food Packages,10/11/2025,680,4604.92,3131345.6
701340,5021,223,Water Bottles,28/10/2025,210,1157.61,243098.1
701341,5021,201,Water Bottles,30/10/2025,532,1561.33,830627.56
701342,5021,222,Roofing Materials,3/11/2025,138,10785.09,1488342.42
701343,5021,218,Water Bottles,3/11/2025,466,822.9,383471.4
701344,5021,209,Tents,7/11/2025,12,4018.97,48227.64
701345,5021,224,Tents,27/10/2025,26,3052.83,79373.58
701346,5021,225,Water Bottles,8/11/2025,384,1874.28,719723.52
701347,5021,225,Tents,9/11/2025,10,3448.17,34481.7
701348,5021,210,Roofing Materials,28/10/2025,158,11300.82,1785529.56
701349,5021,220,Food Packages,29/10/2025,246,4174.91,1027027.86
701350,5021,206,Tents,27/10/2025,16,3736.92,59790.72
701351,5021,215,Roofing Materials,27/10/2025,78,9090.42,709052.76
701352,5021,221,Water Bottles,27/10/2025,624,1995.74,1245341.76
701353,5021,215,Food Packages,2/11/2025,232,4669.71,1083372.72
701354,5021,210,Roofing Materials,6/11/2025,148,7835.97,1159723.56
701355,5021,223,Food Packages,10/11/2025,466,2277.41,1061273.06
701356,5021,216,Food Packages,9/11/2025,442,4523.01,1999170.42
701357,5021,201,Tents,11/11/2025,28,3682.83,103119.24
701358,5021,223,Tents,7/11/2025,10,3851.66,38516.6
701359,5021,213,Water Bottles,27/10/2025,228,1587.71,361997.88
701360,5021,207,Food Packages,29/10/2025,586,2386.66,1398582.76
701361,5021,221,Water Bottles,4/11/2025,214,1248.62,267204.68
701362,5021,222,Tents,6/11/2025,24,7214.7,173152.8
701363,5021,209,Roofing Materials,1/11/2025,150,11896.18,1784427
701364,5021,218,Food Packages,28/10/2025,230,3472.16,798596.8
701365,5021,210,Roofing Materials,9/11/2025,124,8047.41,997878.84
701366,5021,225,Food Packages,7/11/2025,468,4016.59,1879764.12
701367,5021,208,Water Bottles,28/10/2025,374,800.97,299562.78
701368,5021,225,Roofing Materials,29/10/2025,114,4917.18,560558.52
701369,5021,205,Tents,11/11/2025,14,4399.65,61595.1
701370,5021,203,Tents,8/11/2025,12,6663.21,79958.52
701371,5021,222,Tents,8/11/2025,20,4338.55,86771
701372,5021,217,Water Bottles,7/11/2025,216,1229.48,265567.68
701373,5021,223,Food Packages,6/11/2025,394,3886.35,1531221.9
701374,5021,223,Roofing Materials,7/11/2025,114,10972.34,1250846.76
701375,5021,206,Food Packages,28/10/2025,216,5944.29,1283966.64
701376,5021,219,Tents,3/11/2025,24,5397.68,129544.32
701377,5021,223,Roofing Materials,30/10/2025,104,9139.39,950496.56
701378,5021,209,Tents,11/11/2025,16,7806.49,124903.84
701379,5021,203,Tents,7/11/2025,14,4661.89,65266.46
701380,5021,216,Food Packages,27/10/2025,216,3521.15,760568.4
701381,5021,203,Food Packages,8/11/2025,232,4776.93,1108247.76
701382,5021,224,Roofing Materials,11/11/2025,48,8489.65,407503.2
701383,5021,202,Water Bottles,10/11/2025,318,1263.11,401668.98
701384,5021,225,Tents,2/11/2025,10,4231.82,42318.2
701385,5021,217,Roofing Materials,6/11/2025,48,4328.04,207745.92
701386,5021,220,Roofing Materials,11/11/2025,152,9443.37,1435392.24
701387,5021,209,Roofing Materials,27/10/2025,142,5881.35,835151.7
701388,5021,215,Food Packages,31/10/2025,288,5432.71,1564620.48
701389,5021,204,Tents,31/10/2025,20,3846.08,76921.6
701390,5022,213,Construction Tools,29/10/2025,46,10522.45,484032.7
701391,5022,213,Construction Tools,5/11/2025,25,19236.46,480911.5
701392,5022,209,Construction Tools,31/10/2025,72,11835.59,852162.48
701393,5022,202,Construction Tools,28/10/2025,63,5689.43,358434.09
701394,5022,225,Construction Tools,9/11/2025,57,18784.02,1070689.14
701395,5022,225,Construction Tools,6/11/2025,32,16430.55,525777.6
701396,5022,211,Construction Tools,8/11/2025,22,12605.04,277310.88
701397,5022,216,Construction Tools,4/11/2025,29,18590.29,539118.41
701398,5022,210,Construction Tools,1/11/2025,26,19139.72,497632.72
701399,5022,214,Construction Tools,30/10/2025,23,9424.44,216762.12
701400,5022,221,Construction Tools,7/11/2025,57,7163.77,408334.89
701401,5022,208,Construction Tools,1/11/2025,55,17036.04,936982.2
701402,5022,216,Construction Tools,7/11/2025,63,19883.59,1252666.17
701403,5022,213,Construction Tools,8/11/2025,38,10242.12,389200.56
701404,5022,203,Construction Tools,5/11/2025,66,8464.85,558680.1
701405,5022,219,Construction Tools,31/10/2025,71,9271.88,658303.48
701406,5022,225,Construction Tools,29/10/2025,55,13790.09,758454.95
701407,5022,214,Construction Tools,5/11/2025,64,9266.3,593043.2
701408,5022,204,Construction Tools,4/11/2025,49,9011.83,441579.67
701409,5022,216,Construction Tools,3/11/2025,74,7754.92,573864.08
701410,5022,218,Construction Tools,9/11/2025,21,19952.38,418999.98
701411,5022,207,Construction Tools,5/11/2025,48,6351.11,304853.28
701412,5022,219,Construction Tools,29/10/2025,71,18304.79,1299640.09
701413,5022,210,Construction Tools,8/11/2025,28,5314.91,148817.48
701414,5022,211,Construction Tools,5/11/2025,42,16533.7,694415.4
701415,5022,210,Construction Tools,29/10/2025,73,14223.48,1038314.04
701416,5022,222,Construction Tools,2/11/2025,32,14147.17,452709.44
701417,5022,217,Construction Tools,4/11/2025,68,8956.01,609008.68
701418,5022,214,Construction Tools,3/11/2025,70,16804.4,1176308
701419,5022,207,Construction Tools,9/11/2025,68,17083.6,1161684.8
701420,5022,220,Construction Tools,7/11/2025,72,6149.04,442730.88
701421,5022,221,Construction Tools,5/11/2025,46,5537.94,254745.24
701422,5022,218,Construction Tools,3/11/2025,38,15857.43,602582.34
701423,5022,211,Construction Tools,6/11/2025,29,16121.78,467531.62
701424,5022,223,Construction Tools,27/10/2025,27,19513.99,526877.73
701425,5022,205,Construction Tools,5/11/2025,26,18339.35,476823.1
701426,5022,222,Construction Tools,1/11/2025,30,15663.13,469893.9
701427,5022,224,Construction Tools,27/10/2025,43,18224.72,783662.96
701428,5022,210,Construction Tools,9/11/2025,43,6597.44,283689.92
701429,5022,224,Construction Tools,7/11/2025,40,16056.6,642264
701430,5022,204,Construction Tools,27/10/2025,62,10706.67,663813.54
701431,5022,220,Construction Tools,6/11/2025,32,10838.9,346844.8
701432,5022,219,Construction Tools,4/11/2025,48,6146.66,295039.68
701433,5022,202,Construction Tools,29/10/2025,67,18704.12,1253176.04
701434,5022,223,Construction Tools,1/11/2025,42,7724.65,324435.3
701435,5022,207,Construction Tools,4/11/2025,69,5946.03,410276.07
701436,5022,224,Construction Tools,11/11/2025,31,14443.39,447745.09
701437,5022,213,Construction Tools,7/11/2025,57,15062.87,858583.59
701438,5022,208,Construction Tools,4/11/2025,68,11491.7,781435.6
701439,5022,215,Construction Tools,27/10/2025,34,9291.32,315904.88
701440,5023,211,Roofing Materials,2/11/2025,128,5540.14,709137.92
701441,5023,203,Cleaning Supplies,29/10/2025,420,3293.25,1383165
701442,5023,217,Water Bottles,1/11/2025,1392,1046.65,1456936.8
701443,5023,223,Medical Supplies,27/10/2025,400,10828.17,4331268
701444,5023,219,Cleaning Supplies,27/10/2025,236,4313.13,1017898.68
