site_id,community_id,site_name,site_type,is_infrastructure,damage_category,estimated_repair_cost,power_restored
5450,131,Oracabessa Pentecostal Church,Church,0,2,29653.98,1
5451,108,St.Elizabeth Primary School,School,0,5,169804.98,0
5452,117,Rocky Point Baptist Church,Church,0,3,57460.7,0
5453,104,Lucea High School,School,0,4,78109.83,0
5454,112,Falmouth Baptist Church,Church,0,5,331545.35,0
5455,107,Lacovia Primary School,School,0,3,38965.62,0
5456,131,Oracabessa Police Station,Police Station,0,3,47128.35,0
5457,120,Manchester Fire Station,Fire Station,0,2,24660.79,0
5458,102,Negril Water Treatment Plant,Water Plant,1,4,76046.69,0
5459,117,Rocky Point Baptist Church,Church,0,2,16841.34,1
5460,102,Negril Clinic,Clinic,0,3,68775.54,0
5461,129,Port Maria Pentecostal Church,Church,0,2,27200.15,1
5462,125,Spanish Town Regional Hospital,Hospital,0,3,38706.7,1
5463,103,Westmoreland Reservoir,Water Plant,1,5,395398.86,0
5464,115,May Pen Bypass,Road,1,3,35538.82,1
5465,127,Linstead Pump Station,Water Plant,1,4,137184.13,1
5466,134,Port Royal Parochial Road,Road,1,1,11724.6,1
5467,141,Morant Bay Police Station,Police Station,0,1,5926.25,1
5468,125,Spanish Town River Bridge,Bridge,1,4,117156.32,1
5469,136,Bull Bay Police Station,Police Station,0,1,11376.88,1
5470,114,Clarks Town Fire Station,Fire Station,0,5,225042.27,0
5471,117,Rocky Point Police Station,Police Station,0,2,19951.2,1
5472,144,Welchtown Regional Hospital,Hospital,0,3,37840.22,1
5473,136,St.Andrew Fire Station,Fire Station,0,1,13050.9,0
5474,109,St.James Pentecostal Church,Church,0,5,173960.55,0
5475,133,Kingston Main Road,Road,1,2,33415.33,1
5476,102,Negril Police Station,Police Station,0,5,309020.9,0
5477,116,Clarendon Parochial Road,Road,1,2,19967.67,0
5478,121,St.Ann's Bay Clinic,Clinic,0,3,37240.22,1
5479,140,Norwich Church of God,Church,0,3,45536.61,0
5480,102,Negril Church of God,Church,0,4,131155.26,1
5481,139,Buff Bay Fire Station,Fire Station,0,2,20204.73,1
5482,109,Montego Bay Baptist Church,Church,0,5,389797.01,0
5483,106,St.Elizabeth Main Road,Road,1,4,89996.56,0
5484,105,Black River River Bridge,Bridge,1,5,426252.5,0
5485,114,Clarks Town Main Bridge,Bridge,1,4,96139.4,0
5486,142,Yallahs Main Road,Road,1,3,65671.18,1
5487,132,Highgate River Bridge,Bridge,1,2,25062.65,1
5488,140,Norwich Main Road,Road,1,1,13379.08,1
5489,128,Portmore Police Station,Police Station,0,4,125515.97,0
5490,121,St.Ann Police Station,Police Station,0,4,127499.17,0
5491,128,Portmore Police Station,Police Station,0,3,37924.4,0
5492,120,Alligator Pond Substation,Power Station,1,3,47399.5,0
5493,133,Kingston Anglican Church,Church,0,1,10192.25,1
5494,138,Port Antonio Health Centre,Clinic,0,1,7342.03,1
5495,113,Duncans Main Road,Road,1,4,125714.38,0
5496,128,Portmore Church of God,Church,0,3,49418.53,0
5497,123,Discovery Bay Primary School,School,0,3,56197.33,0
5498,127,Linstead All-Age School,School,0,2,28841.47,1
5499,131,Oracabessa High School,School,0,4,71449.92,0
5500,112,Falmouth Primary School,School,0,5,391021.07,0
5501,101,Savanna-la-Mar All-Age School,School,0,5,442641.2,0
5502,133,Kingston Substation,Power Station,1,2,31866.52,0
5503,105,Black River Main Bridge,Bridge,1,4,140604.79,1
5504,143,Bath Baptist Church,Church,0,3,63123.82,0
5505,133,Kingston New Testament Church,Church,0,2,32547.01,0
5506,133,Kingston Parochial Road,Road,1,1,5665.65,1
5507,125,Spanish Town New Testament Church,Church,0,4,95692.97,0
5508,107,Lacovia Police Station,Police Station,0,5,312483.48,0
5509,134,Port Royal Pump Station,Water Plant,1,3,59806.8,1
5510,134,Port Royal Fire Station,Fire Station,0,2,24679.79,0
5511,112,Falmouth Highway,Road,1,5,423685.99,0
5512,110,Rose Hall Fire Station,Fire Station,0,4,81225.96,0
5513,114,Clarks Town Pentecostal Church,Church,0,5,461643.33,0
5514,143,Bath River Bridge,Bridge,1,3,61555.04,1
5515,101,Savanna-la-Mar Primary School,School,0,3,57133.7,0
5516,103,Little London River Bridge,Bridge,1,3,42078.9,1
5517,131,Oracabessa Main Road,Road,1,3,66774.35,0
5518,126,Old Harbour Fire Station,Fire Station,0,4,135746.48,1
5519,105,Black River New Testament Church,Church,0,5,478673.97,0
5520,115,May Pen Police Station,Police Station,0,2,21490.24,0
5521,141,St.Thomas Baptist Church,Church,0,2,26906.07,1
5522,132,Highgate Water Treatment Plant,Water Plant,1,3,41570.28,1
5523,111,Samuels Church of God,Church,0,5,161786.74,0
5524,137,Gordon Town Bypass,Road,1,3,54506.8,0
5525,108,Maggoty Clinic,Clinic,0,5,465336.31,0
5526,143,Bath Police Station,Police Station,0,2,31508.31,0
5527,131,Oracabessa Power Station,Power Station,1,3,69961.24,0
5528,141,Morant Bay New Testament Church,Church,0,1,13066.65,0
5529,115,May Pen High School,School,0,2,17601.61,0
5530,107,Lacovia Fire Station,Fire Station,0,5,155033.51,0
5531,120,Alligator Pond High School,School,0,4,73115.04,0
5532,123,Discovery Bay Regional Hospital,Hospital,0,4,139154.66,0
5533,104,Lucea Highway,Road,1,5,397588.95,0
5534,106,Santa Cruz Primary School,School,0,4,144254.57,0
5535,104,Lucea Main Road,Road,1,5,493391.27,0
5536,127,Linstead Main Bridge,Bridge,1,4,117452.66,0
5537,124,Brown's Town Highway,Road,1,4,99849.81,1
5538,133,Kingston Anglican Church,Church,0,1,6673.57,1
5539,121,St.Ann's Bay Police Station,Police Station,0,3,57257.91,0
5540,125,St.Catherine Highway,Road,1,2,24103.44,1
5541,142,Yallahs Police Station,Police Station,0,3,56339.41,0
5542,106,St.Elizabeth Primary School,School,0,5,290660.52,1
5543,111,Samuels Fire Station,Fire Station,0,4,143704.6,0
5544,124,Brown's Town Police Station,Police Station,0,3,36819.63,0
5545,139,Buff Bay Baptist Church,Church,0,2,27136.94,1
5546,114,Clarks Town Clinic,Clinic,0,4,85732.29,0
5547,128,St.Catherine Clinic,Clinic,0,2,31052.81,1
5548,108,Maggoty High School,School,0,5,171837.92,0
5549,113,Duncans Parochial Road,Road,1,4,135357.91,0
5550,134,Port Royal Health Centre,Clinic,0,2,16702.07,0
5551,116,Chapelton Pentecostal Church,Church,0,3,44399.68,0
5552,114,Clarks Town Pentecostal Church,Church,0,5,303909.17,0
5553,130,Annotto Bay Water Treatment Plant,Water Plant,1,3,46418.89,1
5554,132,Highgate Parochial Road,Road,1,3,47436.19,1
5555,119,Christiana Bypass,Road,1,4,97411.61,0
5556,139,Buff Bay Baptist Church,Church,0,2,16654.74,0
5557,104,Lucea Clinic,Clinic,0,3,55324.47,0
5558,139,Buff Bay New Testament Church,Church,0,1,11239.98,1
5559,104,Lucea New Testament Church,Church,0,5,310451,0
5560,105,Black River Parochial Road,Road,1,5,451771.04,0
5561,101,Savanna-la-Mar Police Station,Police Station,0,5,461331.76,0
5562,143,Bath Police Station,Police Station,0,1,8714.67,0
5563,114,Clarks Town Anglican Church,Church,0,3,47649.13,1
5564,102,Negril Fire Station,Fire Station,0,3,61685.64,0
5565,120,Alligator Pond Baptist Church,Church,0,3,54870.46,0
5566,141,Morant Bay Fire Station,Fire Station,0,2,19596.53,0
5567,113,Trelawny Pump Station,Water Plant,1,4,92291.45,0
5568,115,May Pen Clinic,Clinic,0,3,44999.76,1
5569,107,Lacovia Parochial Road,Road,1,5,278586.76,0
5570,126,Old Harbour Main Road,Road,1,3,64579.23,1
5571,130,Annotto Bay Police Station,Police Station,0,3,42637.26,1
5572,126,Old Harbour Water Treatment Plant,Water Plant,1,3,65473.42,0
5573,135,Half-Way-Tree Highway,Road,1,1,12502.66,1
5574,137,St.Andrew Pentecostal Church,Church,0,2,33414.79,0
5575,118,Mandeville Power Station,Power Station,1,4,107303.95,0
5576,112,Falmouth Primary School,School,0,5,499845.2,0
5577,143,Bath Primary School,School,0,1,12694.49,1
5578,140,Norwich Highway,Road,1,3,52870.33,1
5579,125,Spanish Town Substation,Power Station,1,3,36758.51,1
5580,131,Oracabessa All-Age School,School,0,2,31783.61,1
5581,139,Buff Bay Police Station,Police Station,0,2,15992.29,1
5582,110,Rose Hall Pentecostal Church,Church,0,5,287232.75,0
5583,132,Highgate Highway,Road,1,3,62047,0
5584,128,Portmore Highway,Road,1,3,48556.29,0
5585,108,St.Elizabeth Hospital,Hospital,0,5,270779.31,0
5586,108,Maggoty Parochial Road,Road,1,4,144656.41,0
5587,131,Oracabessa Type 3 Hospital,Hospital,0,2,28570,0
5588,104,Lucea Parochial Road,Road,1,3,44711.26,0
5589,128,St.Catherine Main Bridge,Bridge,1,2,29321,0
5590,105,Black River Substation,Power Station,1,3,37762.88,1
5591,141,Morant Bay New Testament Church,Church,0,1,8433.87,0
5592,138,Port Antonio Anglican Church,Church,0,2,16236.17,1
5593,114,Clarks Town Church of God,Church,0,3,50635.01,1
5594,104,Hanover Police Station,Police Station,0,4,130309.45,0
5595,114,Clarks Town All-Age School,School,0,5,152407.29,0
5596,118,Manchester Clinic,Clinic,0,3,49391.91,0
5597,121,St.Ann's Bay Anglican Church,Church,0,3,45985.73,0
5598,136,Bull Bay Water Treatment Plant,Water Plant,1,1,6906.1,1
5599,102,Negril Police Station,Police Station,0,3,53600.92,1
5600,129,Port Maria Church of God,Church,0,2,26921.64,1
5601,119,Christiana River Bridge,Bridge,1,2,33048.26,1
5602,101,Westmoreland New Testament Church,Church,0,4,122562.44,0
5603,131,Oracabessa Bypass,Road,1,2,21535.89,1
5604,132,Highgate Primary School,School,0,2,26537.15,1
5605,110,Rose Hall Anglican Church,Church,0,3,55819.66,1
5606,122,St.Ann Police Station,Police Station,0,3,38614.28,1
5607,137,Gordon Town Main Road,Road,1,1,7963.58,1
5608,143,Bath River Bridge,Bridge,1,1,14697.24,0
5609,135,Half-Way-Tree Baptist Church,Church,0,2,24158.58,1
5610,117,Rocky Point Pentecostal Church,Church,0,3,63824.33,0
5611,107,Lacovia Anglican Church,Church,0,3,63200.01,0
5612,130,Annotto Bay All-Age School,School,0,3,51874.62,0
5613,111,Samuels Clinic,Clinic,0,5,310693.41,0
5614,129,Port Maria Anglican Church,Church,0,2,33651.1,1
5615,139,Buff Bay Highway,Road,1,3,51645.87,0
5616,101,Savanna-la-Mar Parochial Road,Road,1,5,173957.66,1
5617,140,Portland Police Station,Police Station,0,1,9176.67,1
5618,109,Montego Bay High School,School,0,4,102256.62,0
5619,125,Spanish Town Pentecostal Church,Church,0,4,90426.91,1
5620,141,Morant Bay High School,School,0,2,23263.45,1
5621,144,Welchtown Health Centre,Clinic,0,1,8952.59,0
5622,142,Yallahs Parochial Road,Road,1,1,9191.83,1
5623,140,Norwich Fire Station,Fire Station,0,1,10024.27,1
5624,141,St.Thomas Main Road,Road,1,2,33328.41,0
5625,107,Lacovia Type 3 Hospital,Hospital,0,5,406023.76,0
5626,101,Westmoreland Clinic,Clinic,0,4,113223.72,0
5627,133,Kingston High School,School,0,2,22580.81,0
5628,115,May Pen Fire Station,Fire Station,0,3,45796.39,0
5629,131,Oracabessa Health Centre,Clinic,0,2,20439.97,1
5630,127,Linstead Health Centre,Clinic,0,2,29567.42,1
5631,137,Gordon Town High School,School,0,2,23004.25,1
5632,122,Ocho Rios Regional Hospital,Hospital,0,4,125043.64,0
5633,122,Ocho Rios Highway,Road,1,3,56796.37,0
5634,104,Hanover Fire Station,Fire Station,0,4,83674.91,1
5635,135,Half-Way-Tree Bypass,Road,1,1,12572.83,0
5636,142,Yallahs All-Age School,School,0,2,28234.37,1
5637,143,Bath Church of God,Church,0,2,31698.94,1
5638,109,St.James Regional Hospital,Hospital,0,4,74049.8,0
5639,107,Lacovia Anglican Church,Church,0,4,116660.19,0
5640,103,Little London Highway,Road,1,4,117068.18,0
5641,106,Santa Cruz Regional Hospital,Hospital,0,3,44633.37,1
5642,129,Port Maria All-Age School,School,0,3,54245.4,0
5643,130,Annotto Bay New Testament Church,Church,0,2,31112.98,1
5644,108,St.Elizabeth New Testament Church,Church,0,4,96996.34,1
5645,139,Buff Bay Church of God,Church,0,1,5835.25,0
5646,141,Morant Bay Police Station,Police Station,0,3,48810.03,0
5647,123,Discovery Bay Police Station,Police Station,0,3,61605.63,1
5648,134,Port Royal Highway,Road,1,2,22221.49,1
5649,125,St.Catherine Bypass,Road,1,3,59400.73,0
5650,134,Port Royal Bypass,Road,1,2,32721.72,1
5651,115,May Pen Bypass,Road,1,2,19810.63,1
5652,132,Highgate Bypass,Road,1,3,40471.09,1
5653,143,Bath Health Centre,Clinic,0,2,20412.88,1
5654,115,May Pen All-Age School,School,0,3,62783.63,0
5655,144,Welchtown Police Station,Police Station,0,2,20788.79,1
5656,116,Chapelton Health Centre,Clinic,0,2,21605.69,1
5657,109,Montego Bay Bypass,Road,1,4,114495.26,1
5658,127,Linstead All-Age School,School,0,3,36404.86,1
5659,123,Discovery Bay Primary School,School,0,3,61787.72,0
5660,129,Port Maria Anglican Church,Church,0,3,69270.3,1
5661,113,Duncans Water Treatment Plant,Water Plant,1,4,118252.01,0
5662,118,Manchester Bypass,Road,1,4,131486.51,0
5663,133,Kingston Fire Station,Fire Station,0,2,19666.66,1
5664,113,Duncans Reservoir,Water Plant,1,4,137955.71,0
5665,104,Lucea High School,School,0,3,51748.49,0
5666,116,Clarendon Fire Station,Fire Station,0,2,15273.65,0
5667,123,Discovery Bay Police Station,Police Station,0,2,23527.97,0
5668,118,Manchester All-Age School,School,0,2,34306.05,1
5669,144,Welchtown Church of God,Church,0,1,10639.2,1
5670,114,Clarks Town Power Station,Power Station,1,4,81462.52,0
5671,104,Lucea Health Centre,Clinic,0,3,59424.15,1
5672,119,Christiana Highway,Road,1,4,93665.93,1
5673,113,Duncans Main Road,Road,1,3,58164.21,1
5674,133,Kingston Hospital,Hospital,0,2,29575.56,1
5675,138,Port Antonio High School,School,0,2,17691.53,0
5676,116,Chapelton Baptist Church,Church,0,4,128315.14,1
5677,122,Ocho Rios Primary School,School,0,2,15000.61,1
5678,127,Linstead Police Station,Police Station,0,3,64790.28,0
5679,110,Rose Hall Clinic,Clinic,0,5,362497.35,0
5680,144,St.Thomas All-Age School,School,0,3,38323.78,1
5681,131,Oracabessa Police Station,Police Station,0,4,112549.74,0
5682,110,St.James Parochial Road,Road,1,4,96155.28,1
5683,140,Norwich Police Station,Police Station,0,1,9027.04,1
5684,136,Bull Bay Primary School,School,0,2,17566.52,0
5685,105,St.Elizabeth Police Station,Police Station,0,5,366710.46,0
5686,138,Port Antonio Main Bridge,Bridge,1,2,15513.79,1
5687,116,Chapelton All-Age School,School,0,3,39394.24,0
5688,140,Norwich High School,School,0,1,9784.91,1
5689,112,Falmouth Police Station,Police Station,0,5,373220.95,0
5690,121,St.Ann's Bay Bypass,Road,1,2,15831.58,0
5691,122,Ocho Rios Substation,Power Station,1,3,66427.74,1
5692,110,St.James All-Age School,School,0,4,107294.53,0
5693,121,St.Ann's Bay Highway,Road,1,3,47551.76,0
5694,137,Gordon Town Clinic,Clinic,0,1,8157.73,0
5695,127,St.Catherine Health Centre,Clinic,0,2,22918.74,1
5696,142,Yallahs Reservoir,Water Plant,1,2,20017.58,1
5697,142,Yallahs Main Road,Road,1,1,8778.39,1
5698,106,Santa Cruz Baptist Church,Church,0,4,98378.28,0
5699,143,Bath Regional Hospital,Hospital,0,1,6151.46,1
5700,105,Black River Bypass,Road,1,4,135097.87,0
5701,117,Rocky Point New Testament Church,Church,0,3,40300.13,1
5702,113,Duncans All-Age School,School,0,3,46832.95,1
5703,139,Buff Bay Highway,Road,1,1,6626.61,1
5704,103,Little London Baptist Church,Church,0,3,55194.36,0
5705,104,Lucea Bypass,Road,1,3,54804.77,1
5706,111,Samuels Fire Station,Fire Station,0,5,358487.94,0
5707,134,Port Royal Fire Station,Fire Station,0,1,5806.15,1
5708,121,St.Ann's Bay Bypass,Road,1,4,136292.23,1
5709,136,Bull Bay High School,School,0,1,7770.69,1
5710,137,Gordon Town Police Station,Police Station,0,2,29441.32,1
5711,117,Rocky Point Main Road,Road,1,3,58528.77,1
5712,132,Highgate New Testament Church,Church,0,3,69388.24,1
5713,105,Black River High School,School,0,4,121516.53,1
5714,122,Ocho Rios Pentecostal Church,Church,0,3,66584.11,1
5715,108,Maggoty Water Treatment Plant,Water Plant,1,4,136107.26,0
5716,132,Highgate Clinic,Clinic,0,4,136074.58,0
5717,127,Linstead Primary School,School,0,4,146635.67,0
5718,103,Little London Police Station,Police Station,0,5,214693.44,0
5719,116,Chapelton Substation,Power Station,1,2,27087.19,0
5720,136,Bull Bay New Testament Church,Church,0,2,16602.11,1
5721,120,Alligator Pond High School,School,0,4,101823.48,0
5722,121,St.Ann's Bay Clinic,Clinic,0,2,22655.68,0
5723,106,Santa Cruz Church of God,Church,0,3,55085.3,1
5724,122,Ocho Rios Type 3 Hospital,Hospital,0,3,36704.32,1
5725,106,Santa Cruz Main Bridge,Bridge,1,4,73646.81,0
5726,144,Welchtown Main Road,Road,1,3,37701.56,0
5727,120,Alligator Pond High School,School,0,2,25371.23,1
5728,113,Duncans Regional Hospital,Hospital,0,5,344156.13,0
5729,109,Montego Bay Main Bridge,Bridge,1,4,121345.56,0
5730,142,Yallahs Substation,Power Station,1,1,9896.44,1
5731,120,Alligator Pond Reservoir,Water Plant,1,2,34134.41,0
5732,144,Welchtown Police Station,Police Station,0,3,38393.8,0
5733,141,Morant Bay Police Station,Police Station,0,2,25938.58,1
5734,110,Rose Hall Main Bridge,Bridge,1,4,149401.17,0
5735,101,Savanna-la-Mar Bypass,Road,1,4,101946.61,0
5736,116,Chapelton High School,School,0,4,96735.42,0
5737,135,Half-Way-Tree Reservoir,Water Plant,1,1,9200.11,1
5738,126,Old Harbour All-Age School,School,0,4,103265.49,0
5739,113,Duncans Police Station,Police Station,0,4,80817.39,0
5740,124,Brown's Town Main Bridge,Bridge,1,3,40555.79,0
5741,144,Welchtown River Bridge,Bridge,1,2,34830.66,0
5742,141,Morant Bay Hospital,Hospital,0,1,9838.03,1
5743,138,Port Antonio Police Station,Police Station,0,2,24434.8,1
5744,142,Yallahs Parochial Road,Road,1,2,15503.98,0
5745,112,Falmouth Pump Station,Water Plant,1,4,133699.49,0
5746,133,Kingston Police Station,Police Station,0,3,39661.37,0
5747,102,Negril Fire Station,Fire Station,0,4,70517.15,0
5748,135,Half-Way-Tree Primary School,School,0,2,29692.17,1
5749,130,Annotto Bay Highway,Road,1,4,120054.55,0
5750,114,Clarks Town Primary School,School,0,5,157897.58,0
5751,113,Duncans Clinic,Clinic,0,3,66173.05,1
5752,106,Santa Cruz Church of God,Church,0,5,213274.8,0
5753,102,Negril Police Station,Police Station,0,5,344296.83,0
5754,102,Negril Fire Station,Fire Station,0,4,76525.99,0
5755,125,Spanish Town All-Age School,School,0,2,25361.55,1
5756,135,Half-Way-Tree Gully Bridge,Bridge,1,2,15277.24,0
5757,105,Black River River Bridge,Bridge,1,5,310481.5,0
5758,132,Highgate All-Age School,School,0,3,58767.33,1
5759,144,Welchtown Primary School,School,0,3,65791.33,0
5760,140,Norwich Bypass,Road,1,2,20123.83,1
5761,106,St.Elizabeth Health Centre,Clinic,0,3,43367.32,1
5762,144,Welchtown New Testament Church,Church,0,1,8125.98,1
5763,108,St.Elizabeth Police Station,Police Station,0,4,131268.69,0
5764,113,Duncans Parochial Road,Road,1,5,405258.43,1
5765,114,Clarks Town Hospital,Hospital,0,3,52655.96,0
5766,116,Chapelton Police Station,Police Station,0,3,43127.86,0
5767,144,Welchtown All-Age School,School,0,2,30667.74,1
5768,102,Negril Bypass,Road,1,5,281836.75,0
5769,107,Lacovia Reservoir,Water Plant,1,4,78721.09,0
5770,138,Port Antonio Clinic,Clinic,0,3,65642.1,0
